"","schoolindex","school","year","value"
"953",6,"한양대","11",6
"954",6,"카이스트","11",1
"955",6,"Purdue University","11",1
"956",6,"University of Michigan","11",1
"957",7,"연세대","11",21
"958",7,"원광대","11",1
"959",7,"이화여대","11",8
"960",7,"인제대","11",1
"961",7,"중앙대","11",1
"962",7,"충남대","11",1
"963",7,"한동대","11",1
"964",7,"한양대","11",10
"965",7,"고려대","11",23
"966",7,"부경대","11",1
"967",7,"부산대","11",35
"968",7,"서강대","11",1
"969",7,"서울대","11",13
"970",7,"성균관대","11",9
"971",8,"고려대","11",5
"972",8,"서강대","11",8
"973",8,"서울대","11",9
"974",8,"성균관대","11",2
"975",8,"연세대","11",15
"976",8,"이화여대","11",1
"977",8,"한국외대","11",1
"978",8,"한양대","11",1
"979",9,"경찰대","11",1
"980",9,"고려대","11",21
"981",9,"서울대","11",103
"982",9,"연세대","11",15
"983",9,"포항공대","11",3
"984",7,"카이스트","11",2
"985",9,"한양대","11",1
"986",8,"Duke University","11",1
"987",9,"카이스트","11",4
"988",9,"Cornell University","11",2
"989",9,"Dartmouth College","11",1
"990",10,"건국대","11",1
"991",10,"고려대","11",13
"992",10,"동국대","11",1
"993",10,"서울대","11",13
"994",10,"서울시립대","11",6
"995",10,"성균관대","11",6
"996",10,"연세대","11",7
"997",10,"이화여대","11",2
"998",9,"Harvard University","11",1
"999",11,"건국대","11",3
"1000",11,"경북대","11",2
"1001",11,"경희대","11",4
"1002",11,"고려대","11",14
"1003",11,"명지대","11",1
"1004",11,"부산교대","11",1
"1005",11,"부산대","11",3
"1006",11,"서강대","11",4
"1007",11,"서울대","11",16
"1008",11,"서울시립대","11",1
"1009",11,"성균관대","11",27
"1010",11,"세종대","11",1
"1011",11,"숙명여대","11",2
"1012",11,"아주대","11",2
"1013",11,"연세대","11",12
"1014",11,"원광대","11",1
"1015",11,"이화여대","11",11
"1016",11,"인하대","11",1
"1017",11,"제주대","11",1
"1018",11,"중앙대","11",2
"1019",11,"충남대","11",1
"1020",11,"한국외대","11",5
"1021",11,"한동대","11",2
"1022",11,"한양대","11",5
"1023",9,"Swarthmore College","11",1
"1024",9,"Wellesley College","11",1
"1025",9,"California Institute","11",1
"1026",10,"카이스트","11",1
"1027",11,"카이스트","11",1
"1028",11,"Princeton University","11",1
"1029",12,"경찰대","11",1
"1030",12,"고려대","11",10
"1031",12,"단국대","11",1
"1032",12,"서강대","11",6
"1033",12,"서울대","11",4
"1034",12,"성균관대","11",6
"1035",12,"아주대","11",6
"1036",12,"연세대","11",8
"1037",12,"육군사관학교","11",1
"1038",12,"이화여대","11",2
"1039",12,"인천대","11",1
"1040",12,"제주대","11",1
"1041",12,"조선대","11",1
"1042",12,"중앙대","11",2
"1043",12,"한국외대","11",1
"1044",12,"한양대","11",3
"1045",12,"홍익대","11",1
"1046",13,"숙명여대","11",1
"1047",13,"아주대","11",1
"1048",13,"연세대","11",69
"1049",13,"이화여대","11",6
"1050",13,"중앙대","11",1
"1051",13,"포항공대","11",2
"1052",13,"한국외대","11",1
"1053",13,"한양대","11",1
"1054",13,"경찰대","11",3
"1055",13,"경희대","11",1
"1056",13,"고려대","11",5
"1057",13,"서강대","11",1
"1058",13,"서울대","11",31
"1059",14,"경북대","11",3
"1060",14,"경희대","11",2
"1061",14,"계명대","11",1
"1062",14,"고려대","11",14
"1063",14,"독학사","11",1
"1064",14,"동국대","11",1
"1065",14,"부산대","11",1
"1066",14,"서강대","11",3
"1067",14,"서울대","11",10
"1068",14,"서울시립대","11",1
"1069",14,"성균관대","11",5
"1070",14,"숙명여대","11",1
"1071",14,"연세대","11",6
"1072",14,"영남대","11",9
"1073",14,"원광대","11",1
"1074",14,"이화여대","11",4
"1075",14,"전남대","11",1
"1076",14,"조선대","11",1
"1077",14,"중앙대","11",2
"1078",14,"한국외대","11",3
"1079",14,"한양대","11",5
"1080",13,"카이스트","11",3
"1081",15,"건국대","11",1
"1082",15,"경북대","11",4
"1083",15,"경희대","11",2
"1084",15,"고려대","11",7
"1085",15,"단국대","11",1
"1086",15,"명지대","11",1
"1087",15,"부산대","11",2
"1088",15,"서강대","11",2
"1089",15,"서울대","11",4
"1090",15,"서울시립대","11",1
"1091",15,"성균관대","11",4
"1092",15,"숙명여대","11",1
"1093",15,"숭실대","11",2
"1094",15,"연세대","11",2
"1095",15,"영남대","11",4
"1096",15,"원광대","11",5
"1097",15,"이화여대","11",4
"1098",15,"전주교대","11",1
"1099",15,"중앙대","11",4
"1100",15,"충남대","11",1
"1101",15,"학점은행","11",1
"1102",15,"한국외대","11",2
"1103",15,"한성대","11",1
"1104",15,"한양대","11",5
"1105",15,"홍익대","11",1
"1106",16,"고려대","11",13
"1107",16,"서울대","11",24
"1108",16,"성균관대","11",1
"1109",16,"아주대","11",1
"1110",16,"연세대","11",16
"1111",16,"이화여대","11",39
"1112",16,"한양대","11",4
"1113",17,"경희대","11",1
"1114",17,"고려대","11",5
"1115",17,"동국대","11",1
"1116",17,"상명대","11",1
"1117",17,"서울대","11",2
"1118",17,"서울시립대","11",1
"1119",17,"성균관대","11",8
"1120",17,"연세대","11",6
"1121",17,"이화여대","11",5
"1122",17,"인하대","11",9
"1123",17,"전북대","11",2
"1124",17,"중앙대","11",1
"1125",17,"포항공대","11",1
"1126",17,"한국항공대","11",1
"1127",17,"한동대","11",1
"1128",17,"한양대","11",5
"1129",13,"University of Wisconsin Madison","11",1
"1130",18,"가천대","11",1
"1131",18,"건국대","11",2
"1132",18,"경북대","11",1
"1133",18,"경인교대","11",1
"1134",18,"경찰대","11",1
"1135",18,"경희대","11",8
"1136",18,"고려대","11",12
"1137",18,"국민대","11",1
"1138",18,"단국대","11",1
"1139",18,"덕성여대","11",1
"1140",18,"동국대","11",3
"1141",18,"서강대","11",3
"1142",18,"서울교대","11",1
"1143",18,"서울대","11",5
"1144",18,"성공회대","11",1
"1145",18,"성균관대","11",9
"1146",18,"숭실대","11",4
"1147",18,"아주대","11",1
"1148",18,"연세대","11",6
"1149",18,"이화여대","11",8
"1150",18,"전남대","11",33
"1151",18,"전북대","11",2
"1152",18,"중앙대","11",3
"1153",18,"충남대","11",1
"1154",18,"충북대","11",1
"1155",18,"한국교원대","11",1
"1156",18,"한국방통대","11",2
"1157",18,"한국외대","11",7
"1158",18,"한양대","11",8
"1159",18,"홍익대","11",3
"1160",19,"경희대","11",3
"1161",19,"고려대","11",4
"1162",19,"국민대","11",1
"1163",19,"단국대","11",1
"1164",19,"부경대","11",1
"1165",19,"상명대","11",1
"1166",19,"서강대","11",1
"1167",19,"서울대","11",2
"1168",19,"서울시립대","11",2
"1169",19,"성균관대","11",4
"1170",19,"숙명여대","11",2
"1171",19,"연세대","11",6
"1172",19,"이화여대","11",11
"1173",19,"인하대","11",1
"1174",19,"전북대","11",9
"1175",19,"전주대","11",1
"1176",19,"조선대","11",1
"1177",19,"중앙대","11",7
"1178",19,"학점은행","11",1
"1179",19,"한국외대","11",8
"1180",19,"한동대","11",1
"1181",19,"한양대","11",6
"1182",19,"홍익대","11",2
"1183",19,"전기통신대(일)","11",1
"1184",19,"인민대","11",1
"1185",16,"기타 외국대","11",3
"1186",20,"가톨릭대","11",3
"1187",20,"건국대","11",2
"1188",20,"경북대","11",1
"1189",20,"경희대","11",3
"1190",20,"고려대","11",4
"1191",20,"광운대","11",1
"1192",20,"덕성여대","11",1
"1193",20,"부경대","11",1
"1194",20,"상지대","11",1
"1195",20,"서울대","11",1
"1196",20,"성균관대","11",2
"1197",20,"숭실대","11",1
"1198",20,"아주대","11",1
"1199",20,"연세대","11",3
"1200",20,"영남대","11",2
"1201",20,"원광대","11",1
"1202",20,"이화여대","11",2
"1203",20,"인제대","11",1
"1204",20,"전남대","11",1
"1205",20,"제주대","11",4
"1206",20,"조선대","11",1
"1207",20,"학점은행","11",1
"1208",20,"한국외대","11",1
"1209",20,"한양대","11",3
"1210",20,"홍익대","11",1
"1211",21,"고려대","11",9
"1212",21,"서울대","11",3
"1213",21,"성균관대","11",3
"1214",21,"연세대","11",7
"1215",21,"이화여대","11",4
"1216",21,"중앙대","11",20
"1217",21,"충북대","11",1
"1218",21,"한양대","11",5
"1219",22,"건국대","11",3
"1220",22,"경북대","11",1
"1221",22,"경상대","11",1
"1222",22,"경찰대","11",1
"1223",22,"경희대","11",3
"1224",22,"고려대","11",11
"1225",22,"국민대","11",1
"1226",22,"독학사","11",1
"1227",22,"동국대","11",3
"1228",22,"동덕여대","11",1
"1229",22,"부산대","11",1
"1230",22,"서강대","11",4
"1231",22,"서울대","11",11
"1232",22,"서울시립대","11",2
"1233",22,"성균관대","11",8
"1234",22,"세종대","11",1
"1235",22,"숙명여대","11",2
"1236",22,"숭실대","11",3
"1237",22,"아주대","11",1
"1238",22,"연세대","11",8
"1239",22,"이화여대","11",8
"1240",22,"인하대","11",1
"1241",22,"제주대","11",1
"1242",22,"중앙대","11",4
"1243",22,"충남대","11",7
"1244",22,"충북대","11",3
"1245",22,"한국교원대","11",1
"1246",22,"한국외대","11",5
"1247",22,"한국해양대","11",1
"1248",22,"한동대","11",2
"1249",22,"한양대","11",5
"1250",23,"건국대","11",3
"1251",23,"경찰대","11",1
"1252",23,"경희대","11",3
"1253",23,"고려대","11",12
"1254",23,"국민대","11",1
"1255",23,"동국대","11",3
"1256",23,"부산대","11",1
"1257",23,"서강대","11",1
"1258",23,"서울대","11",2
"1259",23,"성균관대","11",5
"1260",23,"성신여대","11",2
"1261",23,"숙명여대","11",1
"1262",23,"아주대","11",1
"1263",23,"연세대","11",7
"1264",23,"육군사관학교","11",1
"1265",23,"이화여대","11",4
"1266",23,"인하대","11",2
"1267",23,"전남대","11",1
"1268",23,"중앙대","11",1
"1269",23,"충남대","11",1
"1270",23,"충북대","11",10
"1271",23,"한국외대","11",5
"1272",23,"한양대","11",5
"1273",19,"Beijing University of Chinese Medicine","11",1
"1274",19,"Peking University","11",1
"1275",24,"건국대","11",1
"1276",24,"경북대","11",1
"1277",24,"경희대","11",1
"1278",24,"고려대","11",10
"1279",24,"부산대","11",1
"1280",24,"서울대","11",4
"1281",24,"서울시립대","11",1
"1282",24,"성균관대","11",4
"1283",24,"숙명여대","11",1
"1284",24,"연세대","11",8
"1285",24,"이화여대","11",4
"1286",24,"한국외대","11",16
"1287",24,"한양대","11",2
"1288",24,"홍익대","11",1
"1289",25,"경북대","11",1
"1290",25,"경희대","11",1
"1291",25,"고려대","11",32
"1292",25,"서강대","11",1
"1293",25,"서울대","11",27
"1294",25,"성균관대","11",1
"1295",25,"연세대","11",17
"1296",25,"이화여대","11",4
"1297",25,"전북대","11",1
"1298",25,"한동대","11",2
"1299",25,"한양대","11",17
"1300",22,"University of British Col","11",1
"1301",25,"카이스트","11",2
"1302",25,"Ohio State University","11",1
"1303",6,"경북대","11",5
"1304",6,"경성대","11",1
"1305",6,"경희대","11",3
"1306",6,"고려대","11",6
"1307",6,"동국대","11",2
"1308",6,"동아대","11",14
"1309",6,"부산대","11",4
"1310",6,"서강대","11",4
"1311",6,"서울대","11",4
"1312",6,"성균관대","11",5
"1313",6,"숙명여대","11",4
"1314",6,"아주대","11",1
"1315",6,"연세대","11",7
"1316",1,"강원대","12",7
"1317",1,"건국대","12",1
"1318",1,"경희대","12",4
"1319",1,"고려대","12",4
"1320",1,"서강대","12",2
"1321",1,"서울대","12",7
"1322",1,"서울시립대","12",4
"1323",1,"성균관대","12",2
"1324",1,"성신여대","12",1
"1325",1,"연세대","12",3
"1326",1,"이화여대","12",3
"1327",1,"인천대","12",1
"1328",1,"한동대","12",1
"1329",1,"한양대","12",2
"1330",1,"홍익대","12",1
"1331",2,"건국대","12",2
"1332",2,"경희대","12",1
"1333",2,"고려대","12",5
"1334",2,"서울대","12",5
"1335",2,"서울시립대","12",1
"1336",2,"성균관대","12",5
"1337",2,"숙명여대","12",2
"1338",2,"연세대","12",8
"1339",2,"이화여대","12",6
"1340",2,"인하대","12",1
"1341",2,"중앙대","12",1
"1342",2,"한국외대","12",1
